angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.22,,,"[892, 144, 162, 215]",,,0.0,,,0.11,,,0.0,,,0.29,,,0.38,,,0.01,,
0.28,,,"[893, 147, 160, 211]",,,0.0,,,0.14,,,0.0,,,0.27,,,0.3,,,0.01,,
0.18,,,"[890, 139, 163, 221]",,,0.0,,,0.09,,,0.0,,,0.29,,,0.42,,,0.02,,
0.21,,,"[891, 144, 163, 214]",,,0.0,,,0.1,,,0.0,,,0.41,,,0.27,,,0.02,,
0.24,,,"[892, 144, 162, 214]",,,0.0,,,0.1,,,0.0,,,0.36,,,0.27,,,0.02,,
0.15,,,"[892, 140, 162, 221]",,,0.0,,,0.07,,,0.0,,,0.35,,,0.42,,,0.01,,
0.16,,,"[893, 149, 158, 210]",,,0.0,,,0.21,,,0.0,,,0.34,,,0.28,,,0.01,,
0.15,,,"[892, 142, 164, 217]",,,0.0,,,0.08,,,0.0,,,0.39,,,0.36,,,0.02,,
0.14,,,"[891, 141, 162, 219]",,,0.0,,,0.07,,,0.0,,,0.4,,,0.38,,,0.01,,
0.12,,,"[893, 142, 162, 217]",,,0.0,,,0.11,,,0.0,,,0.39,,,0.36,,,0.02,,
0.17,,,"[893, 142, 164, 218]",,,0.0,,,0.08,,,0.0,,,0.31,,,0.42,,,0.01,,
0.22,,,"[893, 142, 164, 217]",,,0.0,,,0.1,,,0.0,,,0.32,,,0.35,,,0.02,,
0.19,,,"[895, 141, 162, 215]",,,0.0,,,0.21,,,0.0,,,0.23,,,0.36,,,0.01,,
0.24,,,"[894, 143, 164, 216]",,,0.0,,,0.14,,,0.0,,,0.25,,,0.35,,,0.02,,
0.13,,,"[893, 145, 165, 221]",,,0.0,,,0.1,,,0.0,,,0.18,,,0.57,,,0.01,,
0.22,,,"[895, 142, 164, 215]",,,0.0,,,0.17,,,0.0,,,0.21,,,0.4,,,0.01,,
0.27,,,"[895, 147, 163, 217]",,,0.0,,,0.12,,,0.0,,,0.23,,,0.37,,,0.02,,
0.25,,,"[896, 146, 162, 218]",,,0.0,,,0.1,,,0.0,,,0.27,,,0.37,,,0.01,,
0.24,,,"[896, 149, 161, 215]",,,0.0,,,0.16,,,0.0,,,0.29,,,0.29,,,0.02,,
0.27,,,"[900, 145, 161, 214]",,,0.0,,,0.21,,,0.0,,,0.16,,,0.34,,,0.01,,
0.17,,,"[898, 149, 159, 214]",,,0.0,,,0.14,,,0.0,,,0.37,,,0.29,,,0.03,,
0.29,,,"[901, 149, 164, 214]",,,0.0,,,0.13,,,0.0,,,0.23,,,0.33,,,0.01,,
0.26,,,"[903, 153, 162, 212]",,,0.0,,,0.16,,,0.0,,,0.27,,,0.31,,,0.01,,
0.44,,,"[905, 152, 161, 209]",,,0.0,,,0.2,,,0.0,,,0.12,,,0.23,,,0.01,,
0.18,,,"[904, 151, 166, 216]",,,0.0,,,0.17,,,0.0,,,0.15,,,0.49,,,0.0,,
0.35,,,"[910, 154, 160, 207]",,,0.0,,,0.27,,,0.0,,,0.05,,,0.32,,,0.01,,
0.44,0.08,,"[907, 151, 163, 215]","[1864, 964, 24, 28]",,0.0,0.0,,0.25,0.08,,0.0,0.05,,0.09,0.67,,0.21,0.08,,0.01,0.03,
0.31,,,"[914, 155, 159, 206]",,,0.0,,,0.28,,,0.0,,,0.06,,,0.34,,,0.0,,
0.34,,,"[910, 152, 162, 212]",,,0.0,,,0.26,,,0.0,,,0.09,,,0.3,,,0.02,,
0.3,,,"[911, 154, 161, 210]",,,0.0,,,0.41,,,0.0,,,0.05,,,0.23,,,0.01,,
0.29,,,"[911, 155, 159, 209]",,,0.0,,,0.45,,,0.0,,,0.06,,,0.18,,,0.02,,
0.3,,,"[912, 154, 161, 210]",,,0.0,,,0.39,,,0.0,,,0.06,,,0.24,,,0.01,,
0.21,,,"[909, 154, 164, 212]",,,0.0,,,0.33,,,0.0,,,0.15,,,0.29,,,0.02,,
0.25,,,"[908, 152, 165, 212]",,,0.0,,,0.25,,,0.0,,,0.11,,,0.38,,,0.01,,
0.22,,,"[910, 155, 163, 209]",,,0.0,,,0.38,,,0.0,,,0.14,,,0.25,,,0.01,,
0.18,,,"[905, 150, 170, 220]",,,0.0,,,0.2,,,0.0,,,0.2,,,0.41,,,0.01,,
0.23,,,"[902, 154, 166, 214]",,,0.0,,,0.24,,,0.0,,,0.24,,,0.29,,,0.01,,
0.28,,,"[904, 154, 163, 213]",,,0.0,,,0.35,,,0.0,,,0.16,,,0.2,,,0.01,,
0.15,,,"[905, 149, 169, 220]",,,0.0,,,0.26,,,0.0,,,0.19,,,0.38,,,0.01,,
0.14,,,"[903, 150, 170, 220]",,,0.0,,,0.21,,,0.0,,,0.32,,,0.3,,,0.02,,
0.09,,,"[903, 148, 168, 218]",,,0.0,,,0.16,,,0.0,,,0.28,,,0.45,,,0.01,,
0.11,,,"[902, 147, 169, 220]",,,0.0,,,0.12,,,0.0,,,0.3,,,0.46,,,0.01,,
0.12,,,"[904, 149, 168, 219]",,,0.0,,,0.29,,,0.0,,,0.2,,,0.37,,,0.02,,
0.13,,,"[906, 150, 166, 215]",,,0.0,,,0.21,,,0.0,,,0.23,,,0.42,,,0.01,,
0.22,,,"[904, 148, 165, 215]",,,0.0,,,0.19,,,0.0,,,0.19,,,0.39,,,0.01,,
0.22,,,"[897, 150, 165, 218]",,,0.0,,,0.19,,,0.0,,,0.36,,,0.22,,,0.01,,
0.13,,,"[903, 145, 171, 224]",,,0.0,,,0.12,,,0.0,,,0.21,,,0.54,,,0.01,,
0.19,,,"[897, 150, 166, 219]",,,0.0,,,0.2,,,0.0,,,0.34,,,0.26,,,0.01,,
0.23,,,"[905, 147, 168, 218]",,,0.0,,,0.2,,,0.0,,,0.15,,,0.42,,,0.0,,
0.15,,,"[904, 148, 167, 217]",,,0.0,,,0.19,,,0.0,,,0.11,,,0.54,,,0.0,,
0.25,,,"[906, 150, 165, 212]",,,0.0,,,0.24,,,0.0,,,0.14,,,0.36,,,0.01,,
0.16,,,"[904, 149, 167, 215]",,,0.0,,,0.2,,,0.0,,,0.13,,,0.5,,,0.01,,
0.21,,,"[905, 151, 164, 211]",,,0.0,,,0.22,,,0.0,,,0.21,,,0.36,,,0.01,,
0.17,,,"[905, 149, 163, 213]",,,0.0,,,0.21,,,0.0,,,0.19,,,0.42,,,0.01,,
0.23,,,"[903, 148, 165, 215]",,,0.0,,,0.2,,,0.0,,,0.16,,,0.4,,,0.01,,
0.15,,,"[901, 147, 167, 219]",,,0.0,,,0.12,,,0.0,,,0.25,,,0.47,,,0.0,,
0.19,,,"[903, 149, 166, 215]",,,0.0,,,0.25,,,0.0,,,0.12,,,0.43,,,0.01,,
0.21,,,"[904, 150, 163, 211]",,,0.0,,,0.2,,,0.0,,,0.25,,,0.32,,,0.01,,
0.16,,,"[903, 149, 164, 213]",,,0.0,,,0.18,,,0.0,,,0.23,,,0.42,,,0.01,,
0.2,,,"[903, 149, 165, 215]",,,0.0,,,0.22,,,0.0,,,0.21,,,0.35,,,0.02,,
0.25,,,"[904, 150, 162, 211]",,,0.0,,,0.19,,,0.0,,,0.23,,,0.32,,,0.01,,
0.19,,,"[903, 149, 164, 214]",,,0.0,,,0.18,,,0.0,,,0.21,,,0.41,,,0.01,,
0.19,,,"[903, 149, 164, 213]",,,0.0,,,0.17,,,0.0,,,0.19,,,0.45,,,0.01,,
0.19,,,"[898, 152, 162, 213]",,,0.0,,,0.28,,,0.0,,,0.23,,,0.29,,,0.01,,
0.13,,,"[899, 147, 165, 217]",,,0.0,,,0.16,,,0.0,,,0.35,,,0.34,,,0.02,,
0.1,,,"[899, 148, 164, 216]",,,0.0,,,0.2,,,0.0,,,0.35,,,0.32,,,0.02,,
0.14,,,"[900, 148, 165, 218]",,,0.0,,,0.12,,,0.0,,,0.32,,,0.42,,,0.0,,
0.24,,,"[901, 150, 164, 216]",,,0.0,,,0.16,,,0.0,,,0.22,,,0.37,,,0.01,,
0.17,,,"[903, 150, 160, 212]",,,0.0,,,0.23,,,0.0,,,0.16,,,0.43,,,0.0,,
0.28,,,"[903, 151, 161, 212]",,,0.0,,,0.24,,,0.0,,,0.22,,,0.26,,,0.01,,
0.28,,,"[904, 150, 159, 211]",,,0.0,,,0.24,,,0.0,,,0.11,,,0.37,,,0.0,,
0.29,,,"[904, 151, 159, 210]",,,0.0,,,0.32,,,0.0,,,0.14,,,0.25,,,0.0,,
0.2,,,"[904, 153, 158, 208]",,,0.0,,,0.37,,,0.0,,,0.2,,,0.22,,,0.01,,
0.27,,,"[904, 151, 158, 209]",,,0.0,,,0.32,,,0.0,,,0.13,,,0.28,,,0.0,,
0.23,,,"[901, 149, 164, 215]",,,0.0,,,0.19,,,0.0,,,0.14,,,0.43,,,0.0,,
0.2,,,"[903, 152, 159, 209]",,,0.0,,,0.36,,,0.0,,,0.18,,,0.23,,,0.02,,
0.24,,,"[904, 153, 159, 209]",,,0.0,,,0.28,,,0.0,,,0.22,,,0.25,,,0.01,,
0.28,,,"[903, 152, 161, 212]",,,0.0,,,0.24,,,0.0,,,0.24,,,0.22,,,0.01,,
0.15,,,"[900, 148, 165, 218]",,,0.0,,,0.16,,,0.0,,,0.25,,,0.43,,,0.01,,
0.23,,,"[899, 148, 163, 214]",,,0.0,,,0.24,,,0.0,,,0.16,,,0.36,,,0.01,,
0.22,,,"[901, 149, 164, 217]",,,0.0,,,0.22,,,0.0,,,0.21,,,0.34,,,0.01,,
0.17,,,"[899, 149, 165, 216]",,,0.0,,,0.18,,,0.0,,,0.21,,,0.43,,,0.01,,
0.23,,,"[900, 149, 164, 217]",,,0.0,,,0.18,,,0.0,,,0.2,,,0.37,,,0.01,,
0.23,,,"[899, 149, 166, 218]",,,0.0,,,0.17,,,0.0,,,0.22,,,0.37,,,0.01,,
0.27,,,"[900, 150, 163, 216]",,,0.0,,,0.18,,,0.0,,,0.19,,,0.35,,,0.01,,
0.27,,,"[899, 150, 164, 217]",,,0.0,,,0.2,,,0.0,,,0.2,,,0.32,,,0.01,,
0.28,,,"[900, 150, 163, 216]",,,0.0,,,0.19,,,0.0,,,0.19,,,0.33,,,0.01,,
0.28,,,"[900, 151, 163, 216]",,,0.0,,,0.24,,,0.0,,,0.22,,,0.25,,,0.0,,
0.25,,,"[900, 150, 163, 217]",,,0.0,,,0.23,,,0.0,,,0.18,,,0.32,,,0.01,,
0.2,,,"[900, 149, 164, 217]",,,0.0,,,0.17,,,0.0,,,0.25,,,0.37,,,0.01,,
0.16,,,"[900, 149, 164, 217]",,,0.0,,,0.17,,,0.0,,,0.27,,,0.39,,,0.01,,
0.19,,,"[900, 149, 162, 212]",,,0.0,,,0.35,,,0.0,,,0.1,,,0.35,,,0.01,,
0.21,,,"[900, 149, 162, 213]",,,0.0,,,0.33,,,0.0,,,0.12,,,0.33,,,0.01,,
0.21,,,"[900, 149, 162, 213]",,,0.0,,,0.31,,,0.0,,,0.09,,,0.37,,,0.01,,
0.2,,,"[900, 150, 160, 211]",,,0.0,,,0.37,,,0.0,,,0.09,,,0.32,,,0.02,,
0.26,,,"[899, 149, 162, 214]",,,0.0,,,0.27,,,0.0,,,0.13,,,0.33,,,0.01,,
0.23,,,"[901, 150, 166, 214]",,,0.0,,,0.15,,,0.0,,,0.17,,,0.44,,,0.0,,
0.28,,,"[901, 150, 165, 214]",,,0.0,,,0.18,,,0.0,,,0.16,,,0.38,,,0.0,,
0.17,,,"[902, 150, 165, 214]",,,0.0,,,0.17,,,0.0,,,0.16,,,0.5,,,0.0,,
0.39,,,"[901, 147, 167, 217]",,,0.0,,,0.2,,,0.0,,,0.11,,,0.29,,,0.01,,
0.19,,,"[899, 148, 164, 217]",,,0.0,,,0.2,,,0.0,,,0.19,,,0.41,,,0.0,,
0.22,,,"[900, 152, 159, 212]",,,0.0,,,0.33,,,0.0,,,0.18,,,0.26,,,0.01,,
0.13,,,"[898, 148, 164, 217]",,,0.0,,,0.2,,,0.0,,,0.24,,,0.4,,,0.02,,
0.15,,,"[899, 150, 159, 213]",,,0.0,,,0.24,,,0.0,,,0.22,,,0.36,,,0.02,,
0.23,,,"[898, 153, 160, 211]",,,0.0,,,0.31,,,0.0,,,0.16,,,0.29,,,0.01,,
0.18,,,"[899, 151, 159, 214]",,,0.0,,,0.32,,,0.0,,,0.24,,,0.24,,,0.02,,
0.29,,,"[900, 150, 162, 216]",,,0.0,,,0.2,,,0.0,,,0.14,,,0.36,,,0.01,,
0.17,,,"[899, 149, 162, 215]",,,0.0,,,0.25,,,0.0,,,0.21,,,0.36,,,0.01,,
0.22,,,"[899, 150, 161, 215]",,,0.0,,,0.26,,,0.0,,,0.23,,,0.27,,,0.02,,
0.14,,,"[899, 151, 161, 215]",,,0.0,,,0.23,,,0.0,,,0.34,,,0.29,,,0.01,,
0.15,,,"[898, 151, 160, 215]",,,0.0,,,0.24,,,0.0,,,0.33,,,0.26,,,0.01,,
0.11,,,"[899, 151, 160, 215]",,,0.0,,,0.24,,,0.0,,,0.33,,,0.31,,,0.01,,
0.18,,,"[898, 150, 160, 215]",,,0.0,,,0.27,,,0.0,,,0.3,,,0.23,,,0.01,,
0.15,,,"[897, 149, 164, 216]",,,0.0,,,0.26,,,0.0,,,0.31,,,0.26,,,0.02,,
0.25,,,"[899, 149, 163, 216]",,,0.0,,,0.23,,,0.0,,,0.19,,,0.33,,,0.01,,
0.21,,,"[899, 149, 163, 217]",,,0.0,,,0.26,,,0.0,,,0.22,,,0.3,,,0.02,,
0.11,,,"[898, 148, 163, 215]",,,0.0,,,0.2,,,0.0,,,0.36,,,0.31,,,0.02,,
0.14,,,"[900, 151, 162, 216]",,,0.0,,,0.19,,,0.0,,,0.32,,,0.34,,,0.0,,
0.11,,,"[899, 148, 163, 216]",,,0.0,,,0.18,,,0.0,,,0.25,,,0.45,,,0.01,,
0.22,,,"[902, 148, 163, 211]",,,0.0,,,0.27,,,0.0,,,0.2,,,0.31,,,0.01,,
0.21,,,"[903, 148, 163, 211]",,,0.0,,,0.29,,,0.0,,,0.17,,,0.32,,,0.0,,
0.31,,,"[902, 149, 164, 211]",,,0.0,,,0.24,,,0.0,,,0.11,,,0.33,,,0.0,,
0.19,,,"[900, 148, 166, 214]",,,0.0,,,0.14,,,0.0,,,0.27,,,0.39,,,0.0,,
0.16,,,"[901, 148, 167, 215]",,,0.0,,,0.2,,,0.0,,,0.22,,,0.42,,,0.0,,
0.16,,,"[901, 148, 166, 215]",,,0.0,,,0.17,,,0.0,,,0.23,,,0.44,,,0.0,,
0.21,,,"[901, 148, 165, 214]",,,0.0,,,0.17,,,0.0,,,0.18,,,0.42,,,0.0,,
0.27,,,"[902, 149, 165, 212]",,,0.0,,,0.23,,,0.0,,,0.12,,,0.37,,,0.0,,
0.29,,,"[901, 147, 165, 214]",,,0.0,,,0.17,,,0.0,,,0.16,,,0.38,,,0.0,,
0.2,,,"[901, 148, 166, 214]",,,0.0,,,0.13,,,0.0,,,0.21,,,0.45,,,0.0,,
0.27,,,"[900, 148, 166, 214]",,,0.0,,,0.15,,,0.0,,,0.22,,,0.36,,,0.01,,
0.21,,,"[901, 147, 166, 216]",,,0.0,,,0.15,,,0.0,,,0.22,,,0.4,,,0.01,,
0.16,,,"[900, 146, 168, 219]",,,0.0,,,0.11,,,0.0,,,0.33,,,0.39,,,0.01,,
0.19,,,"[902, 148, 166, 217]",,,0.0,,,0.1,,,0.0,,,0.33,,,0.38,,,0.0,,
0.19,,,"[902, 148, 167, 217]",,,0.0,,,0.12,,,0.0,,,0.32,,,0.37,,,0.01,,
0.24,,,"[903, 148, 164, 214]",,,0.0,,,0.12,,,0.0,,,0.22,,,0.41,,,0.01,,
0.24,,,"[901, 147, 166, 216]",,,0.0,,,0.17,,,0.0,,,0.21,,,0.36,,,0.01,,
0.31,,,"[902, 145, 166, 217]",,,0.0,,,0.17,,,0.0,,,0.16,,,0.34,,,0.01,,
0.25,,,"[902, 145, 165, 216]",,,0.0,,,0.21,,,0.0,,,0.16,,,0.37,,,0.0,,
0.2,,,"[901, 146, 166, 218]",,,0.0,,,0.15,,,0.0,,,0.25,,,0.39,,,0.02,,
0.28,,,"[901, 144, 167, 219]",,,0.0,,,0.13,,,0.0,,,0.18,,,0.4,,,0.0,,
0.3,,,"[902, 145, 166, 218]",,,0.0,,,0.17,,,0.0,,,0.17,,,0.35,,,0.01,,
0.25,,,"[902, 145, 166, 217]",,,0.0,,,0.19,,,0.0,,,0.16,,,0.4,,,0.0,,
0.25,,,"[902, 145, 166, 217]",,,0.0,,,0.17,,,0.0,,,0.16,,,0.42,,,0.0,,
0.2,,,"[902, 147, 165, 214]",,,0.0,,,0.24,,,0.0,,,0.21,,,0.35,,,0.01,,
0.21,,,"[902, 146, 165, 216]",,,0.0,,,0.23,,,0.0,,,0.18,,,0.37,,,0.01,,
0.29,,,"[904, 149, 164, 213]",,,0.0,,,0.15,,,0.0,,,0.17,,,0.38,,,0.01,,
0.22,,,"[902, 146, 165, 216]",,,0.0,,,0.17,,,0.0,,,0.18,,,0.42,,,0.01,,
0.41,,,"[904, 150, 163, 211]",,,0.0,,,0.15,,,0.0,,,0.12,,,0.31,,,0.0,,
0.19,,,"[901, 145, 166, 216]",,,0.0,,,0.17,,,0.0,,,0.23,,,0.4,,,0.01,,
0.33,,,"[903, 150, 164, 212]",,,0.0,,,0.11,,,0.0,,,0.16,,,0.39,,,0.0,,
0.32,,,"[903, 149, 164, 214]",,,0.0,,,0.15,,,0.0,,,0.2,,,0.32,,,0.01,,
0.33,,,"[904, 150, 163, 213]",,,0.0,,,0.1,,,0.0,,,0.24,,,0.33,,,0.0,,
0.32,,,"[904, 151, 161, 210]",,,0.0,,,0.16,,,0.0,,,0.2,,,0.31,,,0.0,,
0.36,,,"[903, 154, 160, 207]",,,0.0,,,0.22,,,0.0,,,0.16,,,0.25,,,0.0,,
0.43,,,"[905, 152, 159, 208]",,,0.0,,,0.18,,,0.0,,,0.15,,,0.24,,,0.0,,
0.29,,,"[906, 153, 158, 207]",,,0.0,,,0.32,,,0.0,,,0.14,,,0.24,,,0.01,,
0.2,,,"[904, 151, 160, 212]",,,0.0,,,0.17,,,0.0,,,0.18,,,0.44,,,0.0,,
0.28,,,"[905, 153, 159, 209]",,,0.0,,,0.23,,,0.0,,,0.21,,,0.27,,,0.01,,
0.36,,,"[906, 153, 159, 209]",,,0.0,,,0.22,,,0.0,,,0.15,,,0.26,,,0.01,,
0.23,,,"[907, 152, 160, 210]",,,0.0,,,0.24,,,0.0,,,0.18,,,0.34,,,0.01,,
0.23,,,"[907, 152, 159, 208]",,,0.0,,,0.4,,,0.0,,,0.1,,,0.25,,,0.01,,
0.28,,,"[906, 153, 160, 209]",,,0.0,,,0.28,,,0.0,,,0.19,,,0.24,,,0.01,,
0.28,,,"[907, 152, 159, 209]",,,0.0,,,0.38,,,0.0,,,0.09,,,0.24,,,0.01,,
0.28,,,"[906, 153, 159, 208]",,,0.0,,,0.33,,,0.0,,,0.12,,,0.25,,,0.01,,
0.2,,,"[906, 152, 158, 208]",,,0.0,,,0.32,,,0.0,,,0.13,,,0.35,,,0.0,,
0.2,,,"[900, 155, 160, 212]",,,0.0,,,0.18,,,0.0,,,0.34,,,0.27,,,0.01,,
0.19,,,"[906, 152, 158, 207]",,,0.0,,,0.28,,,0.0,,,0.14,,,0.39,,,0.0,,
0.2,,,"[906, 152, 159, 207]",,,0.0,,,0.26,,,0.0,,,0.15,,,0.38,,,0.0,,
0.24,,,"[905, 152, 159, 208]",,,0.0,,,0.25,,,0.0,,,0.15,,,0.37,,,0.0,,
0.23,,,"[906, 152, 158, 209]",,,0.0,,,0.32,,,0.0,,,0.14,,,0.31,,,0.01,,
0.24,,,"[900, 147, 165, 216]",,,0.0,,,0.15,,,0.0,,,0.21,,,0.4,,,0.01,,
0.18,,,"[900, 147, 166, 218]",,,0.0,,,0.13,,,0.0,,,0.36,,,0.33,,,0.0,,
0.22,,,"[908, 156, 153, 202]",,,0.0,,,0.38,,,0.0,,,0.12,,,0.27,,,0.0,,
0.16,,,"[900, 149, 165, 215]",,,0.0,,,0.14,,,0.0,,,0.31,,,0.39,,,0.01,,
0.35,,,"[906, 149, 163, 213]",,,0.0,,,0.13,,,0.0,,,0.21,,,0.3,,,0.01,,
0.29,,,"[903, 150, 160, 211]",,,0.0,,,0.17,,,0.0,,,0.2,,,0.34,,,0.0,,
0.29,,,"[903, 150, 161, 211]",,,0.0,,,0.18,,,0.0,,,0.2,,,0.33,,,0.0,,
0.37,,,"[904, 150, 160, 210]",,,0.0,,,0.19,,,0.0,,,0.17,,,0.25,,,0.0,,
0.32,,,"[900, 148, 165, 217]",,,0.0,,,0.1,,,0.0,,,0.22,,,0.36,,,0.01,,
0.46,,,"[901, 148, 166, 215]",,,0.0,,,0.1,,,0.0,,,0.21,,,0.22,,,0.0,,
0.49,,,"[900, 148, 166, 215]",,,0.0,,,0.07,,,0.0,,,0.18,,,0.26,,,0.01,,
0.24,,,"[899, 148, 168, 217]",,,0.0,,,0.07,,,0.0,,,0.32,,,0.35,,,0.01,,
0.4,,,"[900, 149, 167, 215]",,,0.0,,,0.08,,,0.0,,,0.26,,,0.26,,,0.01,,
0.31,,,"[899, 148, 168, 217]",,,0.0,,,0.07,,,0.0,,,0.32,,,0.29,,,0.01,,
0.19,,,"[898, 147, 168, 220]",,,0.0,,,0.06,,,0.0,,,0.35,,,0.39,,,0.0,,
0.12,,,"[898, 146, 170, 223]",,,0.0,,,0.04,,,0.0,,,0.43,,,0.4,,,0.0,,
0.19,,,"[899, 147, 169, 221]",,,0.0,,,0.04,,,0.0,,,0.32,,,0.44,,,0.0,,
0.44,,,"[904, 150, 161, 209]",,,0.0,,,0.1,,,0.0,,,0.25,,,0.21,,,0.0,,
0.18,,,"[898, 146, 170, 222]",,,0.0,,,0.06,,,0.0,,,0.33,,,0.42,,,0.0,,
0.15,,,"[899, 147, 170, 221]",,,0.0,,,0.04,,,0.0,,,0.43,,,0.37,,,0.0,,
0.14,,,"[900, 148, 168, 219]",,,0.0,,,0.05,,,0.0,,,0.44,,,0.38,,,0.0,,
0.18,,,"[901, 149, 168, 216]",,,0.0,,,0.05,,,0.0,,,0.33,,,0.44,,,0.0,,
0.24,,,"[901, 149, 167, 218]",,,0.0,,,0.05,,,0.0,,,0.44,,,0.27,,,0.0,,
0.19,,,"[900, 148, 169, 219]",,,0.0,,,0.04,,,0.0,,,0.43,,,0.34,,,0.0,,
0.24,,,"[901, 149, 167, 217]",,,0.0,,,0.05,,,0.0,,,0.39,,,0.32,,,0.0,,
0.23,,,"[899, 148, 169, 219]",,,0.0,,,0.06,,,0.0,,,0.32,,,0.39,,,0.0,,
0.29,,,"[899, 149, 169, 218]",,,0.0,,,0.05,,,0.0,,,0.36,,,0.3,,,0.0,,
0.19,,,"[898, 148, 169, 220]",,,0.0,,,0.05,,,0.0,,,0.38,,,0.38,,,0.0,,
0.35,,,"[897, 148, 171, 222]",,,0.0,,,0.05,,,0.0,,,0.25,,,0.35,,,0.0,,
0.39,,,"[902, 151, 164, 212]",,,0.0,,,0.06,,,0.0,,,0.35,,,0.2,,,0.0,,
0.18,,,"[898, 152, 161, 213]",,,0.0,,,0.08,,,0.0,,,0.5,,,0.22,,,0.0,,
0.15,,,"[900, 151, 166, 216]",,,0.0,,,0.05,,,0.0,,,0.55,,,0.26,,,0.0,,
0.17,,,"[900, 151, 166, 215]",,,0.0,,,0.04,,,0.0,,,0.53,,,0.26,,,0.0,,
0.14,,,"[899, 151, 167, 216]",,,0.0,,,0.06,,,0.0,,,0.55,,,0.25,,,0.0,,
0.14,,,"[901, 152, 166, 214]",,,0.0,,,0.06,,,0.0,,,0.48,,,0.32,,,0.0,,
0.19,,,"[900, 151, 167, 215]",,,0.0,,,0.05,,,0.0,,,0.51,,,0.25,,,0.0,,
0.43,,,"[902, 150, 165, 215]",,,0.0,,,0.04,,,0.0,,,0.32,,,0.21,,,0.0,,
0.27,,,"[899, 148, 169, 221]",,,0.0,,,0.04,,,0.0,,,0.32,,,0.36,,,0.0,,
0.34,,,"[899, 145, 171, 224]",,,0.0,,,0.05,,,0.0,,,0.31,,,0.3,,,0.0,,
0.2,,,"[899, 150, 168, 218]",,,0.0,,,0.08,,,0.0,,,0.24,,,0.48,,,0.0,,
0.22,,,"[900, 150, 168, 219]",,,0.0,,,0.09,,,0.0,,,0.25,,,0.44,,,0.0,,
0.48,,,"[899, 154, 158, 208]",,,0.0,,,0.13,,,0.0,,,0.14,,,0.25,,,0.0,,
0.38,,,"[896, 152, 161, 212]",,,0.0,,,0.12,,,0.0,,,0.18,,,0.31,,,0.0,,
0.3,,,"[897, 155, 159, 208]",,,0.0,,,0.13,,,0.0,,,0.3,,,0.27,,,0.0,,
0.29,,,"[898, 152, 160, 211]",,,0.0,,,0.16,,,0.0,,,0.3,,,0.24,,,0.01,,
0.29,,,"[896, 154, 160, 209]",,,0.0,,,0.13,,,0.0,,,0.34,,,0.23,,,0.0,,
0.23,,,"[896, 154, 160, 210]",,,0.0,,,0.11,,,0.0,,,0.34,,,0.32,,,0.0,,
0.23,,,"[895, 153, 163, 212]",,,0.0,,,0.11,,,0.0,,,0.39,,,0.26,,,0.0,,
0.16,,,"[896, 143, 173, 226]",,,0.0,,,0.04,,,0.0,,,0.46,,,0.33,,,0.01,,
0.21,,,"[896, 153, 161, 211]",,,0.0,,,0.14,,,0.0,,,0.37,,,0.28,,,0.0,,
0.26,,,"[896, 151, 162, 213]",,,0.0,,,0.13,,,0.0,,,0.43,,,0.18,,,0.01,,
0.17,,,"[895, 144, 172, 226]",,,0.0,,,0.05,,,0.0,,,0.52,,,0.26,,,0.01,,
0.12,,,"[897, 144, 171, 224]",,,0.0,,,0.04,,,0.0,,,0.5,,,0.32,,,0.01,,
0.25,,,"[898, 151, 159, 212]",,,0.0,,,0.11,,,0.0,,,0.46,,,0.18,,,0.01,,
0.26,,,"[897, 151, 159, 211]",,,0.0,,,0.09,,,0.0,,,0.41,,,0.22,,,0.01,,
0.14,,,"[896, 145, 169, 224]",,,0.0,,,0.06,,,0.0,,,0.43,,,0.36,,,0.0,,
0.16,,,"[898, 150, 159, 214]",,,0.0,,,0.17,,,0.0,,,0.4,,,0.25,,,0.02,,
0.18,,,"[897, 150, 160, 213]",,,0.0,,,0.15,,,0.0,,,0.36,,,0.3,,,0.02,,
0.29,,,"[899, 152, 158, 210]",,,0.0,,,0.18,,,0.0,,,0.31,,,0.21,,,0.01,,
0.22,,,"[899, 152, 158, 211]",,,0.0,,,0.23,,,0.0,,,0.36,,,0.19,,,0.01,,
0.26,,,"[900, 152, 164, 212]",,,0.0,,,0.18,,,0.0,,,0.32,,,0.24,,,0.01,,
0.27,,,"[903, 152, 162, 210]",,,0.0,,,0.13,,,0.0,,,0.3,,,0.3,,,0.0,,
0.25,,,"[901, 152, 164, 212]",,,0.0,,,0.14,,,0.0,,,0.38,,,0.23,,,0.01,,
0.25,,,"[902, 152, 163, 211]",,,0.0,,,0.16,,,0.0,,,0.34,,,0.24,,,0.0,,
0.19,,,"[901, 150, 163, 213]",,,0.0,,,0.15,,,0.0,,,0.33,,,0.32,,,0.01,,
0.11,,,"[898, 149, 161, 215]",,,0.0,,,0.12,,,0.0,,,0.43,,,0.33,,,0.01,,
0.25,,,"[900, 149, 164, 215]",,,0.0,,,0.11,,,0.0,,,0.26,,,0.37,,,0.01,,
0.29,,,"[902, 152, 163, 210]",,,0.0,,,0.15,,,0.0,,,0.26,,,0.29,,,0.0,,
0.36,,,"[900, 148, 165, 215]",,,0.0,,,0.09,,,0.0,,,0.25,,,0.29,,,0.01,,
